iter	RMSE
1665	4159.508109
1666	4158.978485
1667	4158.955941
1668	4158.496158
1669	4158.194228
1670	4157.986324
1671	4157.381558
1672	4156.64148
1673	4156.639852
1674	4156.527476
1675	4156.52736
1676	4156.310814
1677	4156.158682
1678	4155.93616
1679	4155.710708
1680	4155.46981
1681	4155.460786
1682	4155.355188
1683	4155.109185
1684	4154.544849
1685	4154.284124
1686	4153.788856
1687	4153.350516
1688	4153.003091
1689	4152.654883
1690	4152.37288
1691	4152.08438
1692	4151.693088
1693	4151.582771
1694	4151.323287
1695	4150.802606
1696	4150.521398
1697	4150.441731
1698	4150.409464
1699	4149.978657
1700	4149.608055
1701	4149.428993
1702	4149.197109
1703	4149.081477
1704	4148.636903
1705	4148.440177
1706	4148.082861
1707	4147.792629
1708	4147.164107
1709	4147.024404
1710	4146.618321
1711	4146.139461
1712	4146.056413
1713	4145.783486
1714	4145.601934
1715	4145.340372
1716	4145.309334
1717	4145.019792
1718	4144.564364
1719	4144.36044
1720	4144.360302
1721	4144.003944
1722	4143.816466
1723	4143.649996
1724	4143.601296
1725	4143.199823
1726	4142.822936
1727	4142.618919
1728	4142.53976
1729	4142.103716
1730	4142.102934
1731	4142.025646
1732	4141.870592
1733	4141.737842
1734	4141.72169
1735	4141.114108
1736	4140.854239
1737	4140.751313
1738	4140.534811
1739	4140.183026
1740	4139.546387
1741	4139.401343
1742	4139.351577
1743	4139.171311
1744	4138.874128
1745	4138.518581
1746	4138.275899
1747	4138.144569
1748	4137.710867
1749	4137.422026
1750	4137.134859
1751	4136.872423
1752	4136.731751
1753	4136.514784
1754	4136.21003
1755	4136.08592
1756	4135.889547
1757	4135.824363
1758	4135.692859
1759	4135.485679
1760	4135.375558
1761	4135.253446
1762	4134.703153
1763	4134.070565
1764	4133.916145
1765	4133.627464
1766	4133.278193
1767	4133.173123
1768	4133.069066
1769	4132.704844
1770	4132.497852
1771	4132.098243
1772	4131.764047
1773	4131.482126
1774	4131.365463
1775	4130.874625
1776	4130.743949
1777	4130.485719
1778	4129.852518
1779	4129.386254
1780	4129.086817
1781	4128.636139
1782	4128.269559
1783	4128.045606
1784	4127.748121
1785	4127.533857
1786	4127.451424
1787	4127.148369
1788	4126.717101
1789	4126.540258
1790	4126.354112
1791	4126.325527
1792	4125.759552
1793	4125.226421
1794	4124.849937
1795	4124.703169
1796	4124.383166
1797	4124.172844
1798	4124.024135
1799	4123.881672
1800	4123.753931
1801	4123.53215
1802	4123.446281
1803	4123.21938
1804	4122.651083
1805	4122.424596
1806	4122.269436
1807	4122.248221
1808	4121.85684
1809	4121.798032
1810	4121.549447
1811	4121.300644
1812	4121.072867
1813	4120.914211
1814	4120.637084
1815	4120.492695
1816	4120.368727
1817	4120.150758
1818	4119.883792
1819	4119.449961
1820	4119.349618
1821	4118.936642
1822	4118.499223
1823	4118.286436
1824	4118.183711
1825	4117.88248
1826	4117.444777
1827	4117.16756
1828	4117.016887
1829	4116.639856
1830	4116.498824
1831	4116.275345
1832	4116.201467
1833	4116.175024
1834	4115.783848
1835	4115.52194
1836	4114.944654
1837	4114.745901
1838	4114.523635
1839	4114.163597
1840	4114.091141
1841	4113.980973
1842	4113.613403
1843	4113.360105
1844	4113.268747
1845	4113.003185
1846	4112.76677
1847	4112.415715
1848	4112.30804
1849	4112.031517
1850	4111.561545
1851	4111.480773
1852	4110.940357
1853	4110.725485
1854	4110.392193
1855	4110.048057
1856	4109.88888
1857	4109.50964
1858	4109.289505
1859	4108.976645
1860	4108.842238
1861	4108.655019
1862	4108.178739
1863	4107.878076
1864	4107.655617
1865	4107.333059
1866	4107.07738
1867	4106.922093
1868	4106.694336
1869	4106.486359
1870	4105.841892
1871	4105.752801
1872	4105.506944
1873	4105.273451
1874	4105.222657
1875	4104.980827
1876	4104.788675
1877	4104.512167
1878	4104.257923
1879	4103.916846
1880	4103.820853
1881	4103.662872
1882	4103.588688
1883	4103.227517
1884	4102.875094
1885	4102.741502
1886	4102.499363
1887	4102.211642
1888	4101.718602
1889	4101.580512
1890	4101.304074
1891	4100.860212
1892	4100.586102
1893	4100.353878
1894	4099.987676
1895	4099.872543
1896	4099.30831
1897	4099.283789
1898	4099.017394
1899	4098.785402
1900	4098.267616
1901	4098.243864
1902	4098.101658
1903	4097.909551
1904	4097.595297
1905	4097.145779
1906	4097.001852
1907	4096.916014
1908	4096.534665
1909	4096.124223
1910	4095.974452
1911	4095.650514
1912	4095.615985
1913	4095.428994
1914	4095.260934
1915	4095.005091
1916	4094.66919
1917	4094.205263
1918	4094.06947
1919	4093.943863
1920	4093.726481
1921	4093.574384
1922	4093.481401
1923	4093.23808
1924	4093.172908
1925	4093.018175
1926	4092.713749
1927	4092.624123
1928	4092.508516
1929	4092.455917
1930	4092.269593
1931	4091.980017
1932	4091.83685
1933	4091.502101
1934	4091.476906
1935	4091.315341
1936	4091.1037
1937	4090.757116
1938	4090.446564
1939	4090.045274
1940	4089.872642
1941	4089.665718
1942	4089.527305
1943	4089.09336
1944	4088.960052
1945	4088.890886
1946	4088.670322
1947	4088.423156
1948	4088.218284
1949	4087.935379
1950	4087.820452
1951	4087.587808
1952	4087.43203
1953	4086.962803
1954	4086.847974
1955	4086.217289
1956	4085.998829
1957	4085.314132
1958	4085.111287
1959	4084.681789
1960	4084.151411
1961	4083.713569
1962	4083.34214
1963	4082.967327
1964	4082.71754
1965	4082.455761
1966	4081.985247
1967	4081.588274
1968	4081.513371
1969	4081.455301
1970	4081.389316
1971	4081.087473
1972	4080.761709
1973	4080.549658
1974	4080.327207
1975	4080.019446
1976	4079.700545
1977	4079.489223
1978	4079.410634
1979	4079.164814
1980	4078.966256
1981	4078.691398
1982	4078.546096
1983	4078.256819
1984	4078.127342
1985	4077.684998
1986	4077.473826
1987	4077.020953
1988	4076.902293
1989	4076.821494
1990	4076.570454
1991	4076.271781
1992	4075.761727
1993	4075.560086
1994	4075.418971
1995	4075.072409
1996	4074.867756
1997	4074.784311
1998	4074.571712
