iter	RMSE
262	5028.03963
263	5026.320767
264	5025.038497
265	5023.335624
266	5021.673038
267	5020.057194
268	5018.271043
269	5016.287865
270	5014.114151
271	5012.402732
272	5010.460219
273	5008.962292
274	5007.354095
275	5005.586451
276	5003.779609
277	5002.073272
278	5000.086024
279	4997.663395
280	4995.941692
281	4994.191238
282	4992.726333
283	4990.083311
284	4988.347566
285	4986.865653
286	4985.576714
287	4984.23561
288	4982.10138
289	4980.393592
290	4978.230515
291	4976.238782
292	4974.401599
293	4972.190398
294	4969.857823
295	4968.047381
296	4966.554293
297	4965.386756
298	4963.849894
299	4962.043106
300	4959.777426
301	4956.932915
302	4955.81194
303	4953.538139
304	4951.713234
305	4950.660488
306	4950.147347
307	4948.519713
308	4946.728032
309	4945.013571
310	4942.197748
311	4940.683607
312	4938.321123
313	4936.672405
314	4934.754426
315	4934.286727
316	4933.269926
317	4931.959879
318	4930.079735
319	4929.300795
320	4928.711592
321	4926.828139
322	4924.293624
323	4922.338883
324	4920.818428
325	4919.482936
326	4917.933724
327	4916.529315
328	4913.765565
329	4912.567503
330	4911.032874
331	4909.724419
332	4908.411353
333	4906.261789
334	4904.557586
335	4904.293656
336	4902.229019
337	4901.234625
338	4899.847786
339	4899.404143
340	4898.323024
341	4896.76842
342	4895.547887
343	4892.998361
344	4892.042921
345	4891.285907
346	4889.545219
347	4888.529359
348	4886.037815
349	4884.175266
350	4883.001045
351	4882.618142
352	4881.804653
353	4879.221381
354	4878.131092
355	4876.788257
356	4875.513952
357	4874.362281
358	4871.574022
359	4870.943271
360	4869.544825
361	4868.214685
362	4866.608013
363	4864.42752
364	4863.022025
365	4861.386249
366	4860.253589
367	4859.076158
368	4857.230844
369	4856.407108
370	4854.994553
371	4853.469456
372	4851.100976
373	4849.511686
374	4847.899896
375	4846.590412
376	4844.851973
377	4843.286031
378	4841.744253
379	4841.351485
380	4840.992813
381	4839.440273
382	4838.976804
383	4838.089376
384	4837.270129
385	4836.256024
386	4834.599124
387	4833.067399
388	4831.655399
389	4830.562767
390	4829.418112
391	4828.67628
392	4826.856893
393	4825.479873
394	4824.826723
395	4823.588292
396	4822.052972
397	4820.711407
398	4818.881195
399	4817.394909
400	4816.707092
401	4815.14261
402	4813.815064
403	4813.185696
404	4812.378236
405	4811.255691
406	4811.19277
407	4810.576514
408	4809.435662
409	4807.699711
410	4806.908161
411	4805.72672
412	4803.887597
413	4802.471051
414	4801.891274
415	4800.08227
416	4798.02751
417	4796.840902
418	4795.123493
419	4793.767664
420	4792.884318
421	4791.502037
422	4790.12671
423	4788.94616
424	4787.75825
425	4785.508028
426	4784.224637
427	4783.137518
428	4781.844451
429	4780.752114
430	4779.615814
431	4778.432226
432	4777.456888
433	4776.879837
434	4775.825032
435	4774.946163
436	4773.465401
437	4772.85235
438	4771.864898
439	4771.297774
440	4770.192566
441	4769.559955
442	4768.917951
443	4767.99674
444	4766.73385
445	4765.47096
446	4763.99428
447	4763.101642
448	4762.11383
449	4761.11301
450	4759.373559
451	4758.833636
452	4757.921961
453	4756.845669
454	4755.709311
455	4755.334808
456	4754.425893
457	4753.415949
458	4752.84585
459	4751.989528
460	4750.92442
461	4749.308392
462	4747.956155
463	4747.126759
464	4746.394899
465	4745.543794
466	4744.275004
467	4743.301055
468	4742.611
469	4741.374161
470	4739.676638
471	4738.62393
472	4738.13374
473	4737.379409
474	4736.619786
475	4735.307822
476	4732.570369
477	4731.532625
478	4731.201638
479	4729.917524
480	4729.486296
481	4728.261611
482	4727.47264
483	4726.181935
484	4725.683092
485	4724.906882
486	4724.329698
487	4723.461585
488	4722.814735
489	4721.646154
490	4720.829165
491	4719.58736
492	4719.2058
493	4718.597041
494	4717.747018
495	4717.04473
496	4715.686106
497	4714.683914
498	4713.501472
499	4712.972793
500	4710.137648
501	4709.111794
502	4709.10516
503	4708.168328
504	4708.166621
505	4707.935144
506	4707.46612
507	4706.239521
508	4705.153099
509	4705.150445
510	4704.273547
511	4703.106212
512	4702.250298
513	4701.411895
514	4700.335532
515	4698.538629
516	4697.814366
517	4696.919203
518	4696.278876
519	4695.370252
520	4694.565035
521	4693.591725
522	4692.642875
523	4691.052687
524	4689.022975
525	4687.585262
526	4687.08119
527	4686.369473
528	4684.976682
529	4684.364517
530	4683.906839
531	4682.274533
532	4681.622415
533	4680.876426
534	4680.108314
535	4679.143496
536	4677.639921
537	4676.782009
538	4676.046191
539	4675.42685
540	4674.515232
541	4673.081746
542	4672.343373
543	4671.644037
544	4671.11692
545	4670.231074
546	4668.51257
547	4668.508355
548	4667.453555
549	4666.464028
550	4666.357396
551	4665.692743
552	4664.290511
553	4663.642937
554	4662.906708
555	4662.108088
556	4661.307717
557	4660.267185
558	4659.302702
559	4658.706299
560	4657.169852
561	4655.610303
562	4653.628841
563	4652.970966
564	4652.593587
565	4650.860962
566	4648.586626
567	4648.413317
568	4647.594326
569	4646.938314
570	4645.374346
571	4644.942923
572	4644.287413
573	4643.59627
574	4642.876373
575	4641.921027
576	4640.85852
577	4639.944813
578	4637.817287
579	4637.152968
580	4636.867781
581	4636.093114
582	4635.084577
583	4634.499966
584	4633.078627
585	4631.368515
586	4631.08224
587	4630.28757
588	4629.649871
589	4629.242591
590	4628.687138
591	4627.957914
592	4627.755286
593	4627.166668
594	4626.825427
595	4626.106036
596	4624.574008
597	4623.195436
598	4622.603473
599	4622.076123
600	4621.486552
601	4620.035725
602	4619.270508
603	4618.766387
604	4617.971085
605	4617.18887
606	4616.210916
607	4615.214544
608	4614.732026
609	4614.054249
610	4613.160902
611	4611.197244
612	4609.969764
613	4609.391999
614	4609.095692
615	4608.515449
616	4606.982405
617	4606.468359
618	4605.77436
619	4604.368628
620	4603.444426
621	4602.799674
622	4602.212793
623	4601.225753
624	4600.600654
625	4600.049988
626	4599.084519
627	4597.896507
628	4596.188021
629	4595.835744
630	4595.285463
631	4594.791271
632	4594.290267
633	4593.718611
634	4592.665859
635	4591.901166
636	4590.97486
637	4590.39699
638	4590.155265
639	4589.16564
640	4588.741223
641	4588.206233
642	4587.623179
643	4587.119371
644	4586.227481
645	4585.535126
646	4585.079679
647	4584.2495
648	4583.51405
649	4581.783245
650	4581.254892
651	4580.630098
652	4580.10177
653	4578.868279
654	4578.235991
655	4577.686545
656	4577.090154
657	4576.267561
658	4575.602398
659	4575.21691
660	4574.592532
661	4573.676083
662	4572.904217
663	4572.282277
664	4571.486959
665	4569.958544
666	4569.324361
667	4568.620007
668	4568.28857
669	4566.848956
670	4565.763852
671	4565.07477
672	4563.76748
673	4563.366813
674	4562.557793
675	4561.00543
676	4560.381705
677	4559.952302
678	4559.296042
679	4558.350211
680	4557.464861
681	4556.768313
682	4555.786634
683	4554.931012
684	4554.408005
685	4553.957603
686	4553.649608
687	4552.948129
688	4552.056345
689	4551.714181
690	4551.052654
691	4550.704612
692	4550.269077
693	4549.160336
694	4548.54649
695	4547.830168
696	4547.068871
697	4546.101112
698	4545.112673
699	4544.302997
700	4543.31954
701	4542.961204
702	4541.56179
703	4540.883199
704	4540.314987
705	4539.12009
706	4538.522681
707	4537.592456
708	4536.839627
709	4536.253918
710	4535.559449
711	4535.081105
712	4534.156299
713	4533.776325
714	4532.811303
715	4532.234035
716	4531.630622
717	4530.641111
718	4530.188031
719	4529.962809
720	4529.293393
721	4528.233524
722	4527.796798
723	4527.166884
724	4526.886633
725	4526.255378
726	4525.617047
727	4524.474807
728	4524.252659
729	4523.67701
730	4523.111292
731	4522.622483
732	4522.01886
733	4521.254574
734	4520.290521
735	4519.930523
736	4519.31661
737	4518.59024
738	4517.76772
739	4517.020829
740	4515.800664
741	4514.718964
742	4514.256774
743	4513.590874
744	4512.784033
745	4511.584407
746	4510.979001
747	4510.555215
748	4509.911072
749	4509.702733
750	4509.262495
751	4508.935073
752	4507.438807
753	4507.041178
754	4506.346498
755	4505.886583
756	4505.254705
757	4504.237228
758	4503.746106
759	4503.585567
760	4502.240177
761	4501.82873
762	4501.170716
763	4500.629119
764	4500.512857
765	4500.099033
766	4499.115485
767	4498.113525
768	4497.307672
769	4496.527718
770	4495.613306
771	4494.540183
772	4494.146647
773	4493.52166
774	4493.057637
775	4492.103664
776	4491.629264
777	4491.453038
778	4490.972283
779	4490.666681
780	4490.184888
781	4489.276613
782	4488.499497
783	4487.905958
784	4487.184162
785	4486.627007
786	4486.109863
787	4485.541564
788	4485.075134
789	4484.647703
790	4484.224942
791	4483.698228
792	4482.978746
793	4482.814126
794	4482.509554
795	4481.529213
796	4481.034757
797	4480.628434
798	4480.367496
799	4480.25361
800	4479.835732
801	4479.329717
802	4479.196252
803	4478.859245
804	4477.701463
805	4477.064736
806	4476.017471
807	4475.161561
808	4474.946401
809	4474.445588
810	4473.875039
811	4473.386286
812	4472.800252
813	4472.365973
814	4471.940291
815	4471.535496
816	4471.421534
817	4471.100587
818	4470.820689
819	4470.06532
820	4469.786796
821	4469.23658
822	4468.71783
823	4468.087025
824	4467.432972
825	4466.830401
826	4466.337086
827	4465.323728
828	4464.678805
829	4463.999603
830	4463.590833
831	4462.79871
832	4461.800156
833	4461.130664
834	4460.904356
835	4460.178288
836	4459.609745
837	4459.452212
838	4458.604376
839	4458.020012
840	4457.655515
841	4457.384973
842	4457.121172
843	4456.739862
844	4455.926769
845	4454.879113
846	4454.513544
847	4454.03257
848	4453.319867
849	4453.051438
850	4452.176861
851	4451.46665
852	4450.469533
853	4449.254145
854	4448.761873
855	4448.374352
856	4447.878856
857	4447.120886
858	4446.539157
859	4446.074268
860	4445.649734
861	4444.894895
862	4444.429423
863	4443.304852
864	4443.143109
865	4442.855196
866	4442.278086
867	4441.501047
868	4441.123345
869	4440.989462
870	4440.132311
871	4439.577017
872	4439.110564
873	4438.462317
874	4437.800361
875	4437.556653
876	4437.269774
877	4436.650836
878	4435.70748
879	4435.457244
880	4435.338309
881	4434.737084
882	4434.215404
883	4434.019345
884	4433.437988
885	4432.89588
886	4431.987503
887	4431.601652
888	4431.258911
889	4430.753341
890	4430.18424
891	4429.56431
892	4429.06326
893	4428.813706
894	4428.717725
895	4428.324145
896	4428.24206
897	4427.722686
898	4427.401787
899	4426.886121
900	4426.472943
901	4426.083968
902	4425.034368
903	4424.401094
904	4424.30526
905	4424.041804
906	4423.703637
907	4423.154653
908	4422.304293
909	4421.978658
910	4421.68624
911	4420.941683
912	4420.520135
913	4420.062159
914	4419.846903
915	4419.573928
916	4419.245188
917	4418.050355
918	4417.78772
919	4417.491003
920	4417.058676
921	4416.24362
922	4415.821158
923	4415.090644
924	4414.796823
925	4414.278828
926	4413.999678
927	4413.532024
928	4413.091548
929	4412.896166
930	4412.368905
931	4411.576934
932	4411.102685
933	4410.707703
934	4410.279187
935	4409.252614
936	4408.876923
937	4408.155992
938	4407.357054
939	4407.23981
940	4406.685479
941	4405.930016
942	4405.770072
943	4405.380373
944	4404.345107
945	4403.944057
946	4403.756876
947	4402.967936
948	4402.296525
949	4401.520023
950	4401.078122
951	4400.548416
952	4400.135971
953	4399.880099
954	4399.617199
955	4399.092203
956	4398.903193
957	4398.664409
958	4398.173689
959	4397.685223
960	4396.649411
961	4396.480498
962	4395.783679
963	4395.122573
964	4394.801626
965	4394.185716
966	4393.636538
967	4393.014847
968	4392.230402
969	4391.269955
970	4390.760984
971	4390.2239
972	4390.140266
973	4389.803881
974	4389.115999
975	4388.385184
976	4388.167025
977	4387.319819
978	4386.325777
979	4385.975949
980	4385.821105
981	4385.342753
982	4384.801373
983	4384.505969
984	4384.266129
985	4383.632209
986	4383.342889
987	4382.919166
988	4382.644983
989	4382.183839
990	4381.429238
991	4381.021605
992	4380.711846
993	4380.444552
994	4380.043717
995	4379.809627
996	4379.436745
997	4379.202147
998	4378.368315
999	4377.669588
1000	4377.492346
1001	4376.536421
1002	4376.164773
1003	4375.715791
1004	4375.200885
1005	4374.34688
1006	4373.836016
1007	4372.948
1008	4372.44698
1009	4371.91778
1010	4371.598323
1011	4370.899962
1012	4370.666144
1013	4370.316927
1014	4369.645087
1015	4369.421366
1016	4369.046271
1017	4368.675016
1018	4368.397575
1019	4367.945768
1020	4367.448117
1021	4367.129655
1022	4366.743716
1023	4366.39488
1024	4366.059833
1025	4365.676234
1026	4364.669027
1027	4364.345741
1028	4363.90563
1029	4363.475199
1030	4363.124254
1031	4362.466062
1032	4362.085414
1033	4361.221523
1034	4360.447369
1035	4359.895611
1036	4359.443763
1037	4359.078368
1038	4358.554622
1039	4358.175449
1040	4357.644882
1041	4356.914562
1042	4356.547913
1043	4355.767142
1044	4355.521488
1045	4354.91541
1046	4354.303376
1047	4354.096642
1048	4353.724181
1049	4352.978332
1050	4352.7301
1051	4352.400334
1052	4352.069509
1053	4351.858842
1054	4351.35216
1055	4351.187721
1056	4350.60473
1057	4350.425361
1058	4349.572814
1059	4349.111658
1060	4348.864751
1061	4348.70352
1062	4348.385507
1063	4348.170875
1064	4347.783978
1065	4347.300481
1066	4346.970476
1067	4346.274398
1068	4345.735896
1069	4345.44825
1070	4344.878151
1071	4344.478057
1072	4344.293667
1073	4343.606055
1074	4343.433757
1075	4342.676447
1076	4342.445583
1077	4342.083556
1078	4341.850864
1079	4341.386343
1080	4340.809125
1081	4340.201939
1082	4339.850212
1083	4339.106347
1084	4338.476485
1085	4337.938276
1086	4337.268843
1087	4337.022693
1088	4336.346179
1089	4336.008915
1090	4335.736378
1091	4335.594543
1092	4334.923809
1093	4334.596598
1094	4334.318371
1095	4333.61772
1096	4333.205483
1097	4333.087677
1098	4332.543734
1099	4331.899289
1100	4331.14018
1101	4330.750821
1102	4330.533137
1103	4329.88038
1104	4329.776036
1105	4329.286912
1106	4328.724499
1107	4327.958188
1108	4327.765826
1109	4327.41826
1110	4327.121218
1111	4326.767315
1112	4326.633663
1113	4326.312144
1114	4326.069113
1115	4325.507701
1116	4325.044022
1117	4324.631134
1118	4324.138435
1119	4323.786328
1120	4323.453227
1121	4323.117187
1122	4322.411961
1123	4322.287344
1124	4321.661198
1125	4321.484256
1126	4320.890217
1127	4320.715183
1128	4320.380015
1129	4319.887781
1130	4319.493475
1131	4319.050691
1132	4318.193609
1133	4317.9417
1134	4317.241069
1135	4317.002307
1136	4316.495996
1137	4315.951938
1138	4315.530499
1139	4315.173465
1140	4314.695817
1141	4314.412974
1142	4314.153985
1143	4313.699013
1144	4313.107947
1145	4312.744701
1146	4312.578014
1147	4312.204256
1148	4311.500058
1149	4311.024288
1150	4310.8207
1151	4310.425876
1152	4310.347571
1153	4309.645184
1154	4309.094113
1155	4308.822911
1156	4308.51349
1157	4308.229612
1158	4307.647092
1159	4307.33207
1160	4307.202408
1161	4306.989436
1162	4306.490272
1163	4306.036191
1164	4305.837746
1165	4305.734918
1166	4305.576144
1167	4304.812211
1168	4304.585708
1169	4304.429248
1170	4304.173166
1171	4303.973397
1172	4303.745062
1173	4303.59678
1174	4303.518725
1175	4303.161792
1176	4302.86947
1177	4302.794022
1178	4302.242526
1179	4302.160281
1180	4301.960045
1181	4301.73399
1182	4301.280667
1183	4300.993897
1184	4300.745364
1185	4300.539649
1186	4300.41123
1187	4300.18921
1188	4300.042586
1189	4299.646618
1190	4299.287716
1191	4298.438621
1192	4297.92871
1193	4297.249057
1194	4297.090402
1195	4296.779846
1196	4296.503658
1197	4296.295804
1198	4295.978202
1199	4295.553986
1200	4295.239264
1201	4294.876242
1202	4294.318143
1203	4293.888563
1204	4293.620647
1205	4293.284336
1206	4292.837628
1207	4292.694762
1208	4292.452814
1209	4291.642569
1210	4291.285198
1211	4290.832985
1212	4290.251557
1213	4289.917637
1214	4289.748002
1215	4289.321167
1216	4288.986788
1217	4288.633336
1218	4287.925363
1219	4287.659368
1220	4287.231011
1221	4287.030668
1222	4286.636211
1223	4286.300699
1224	4286.018603
1225	4285.428349
1226	4285.254236
1227	4284.766001
1228	4284.702009
1229	4284.360825
1230	4284.090362
1231	4283.209471
1232	4282.912189
1233	4282.520913
1234	4282.506815
1235	4282.327202
1236	4281.788782
1237	4281.608219
1238	4281.457255
1239	4281.083493
1240	4280.608252
1241	4280.180893
1242	4279.948366
1243	4279.384416
1244	4279.153244
1245	4278.919924
1246	4278.660149
1247	4278.412308
1248	4277.538786
1249	4277.377934
1250	4277.209129
1251	4276.742073
1252	4276.352253
1253	4276.183135
1254	4276.003326
1255	4275.763635
1256	4275.522611
1257	4275.26187
1258	4274.201865
1259	4273.920351
1260	4273.531089
1261	4273.052775
1262	4272.621136
1263	4272.273418
1264	4272.039728
1265	4271.75502
1266	4271.710945
1267	4271.293484
1268	4270.952529
1269	4270.502872
1270	4270.142586
1271	4269.868122
1272	4269.351353
1273	4269.101724
1274	4268.89935
1275	4268.739417
1276	4268.412449
1277	4268.04714
1278	4267.62097
1279	4267.407566
1280	4267.121877
1281	4266.930074
1282	4266.853062
1283	4266.407009
1284	4265.999508
1285	4265.329904
1286	4264.995231
1287	4264.444571
1288	4263.683834
1289	4263.620658
1290	4263.582166
1291	4262.995692
1292	4262.933117
1293	4262.53576
1294	4262.495887
1295	4262.204612
1296	4261.913773
1297	4261.556294
1298	4261.35339
1299	4261.029876
1300	4260.477788
1301	4260.159328
1302	4259.526213
1303	4259.350218
1304	4259.202418
1305	4258.822455
1306	4258.318447
1307	4257.830494
1308	4257.383802
1309	4256.927486
1310	4256.541853
1311	4256.131795
1312	4255.799447
1313	4255.681304
1314	4255.05243
1315	4254.683204
1316	4254.50197
1317	4254.365139
1318	4254.133443
1319	4253.76924
1320	4253.650348
1321	4253.392254
1322	4252.934105
1323	4252.710835
1324	4252.685893
1325	4252.381297
1326	4251.91845
1327	4251.813473
1328	4251.155864
1329	4250.651483
1330	4250.383357
1331	4249.839949
1332	4249.748734
1333	4249.370229
1334	4249.020569
1335	4248.682384
1336	4248.511215
1337	4248.369489
1338	4247.912685
1339	4247.396048
1340	4247.212596
1341	4246.503587
1342	4246.186009
1343	4246.058921
1344	4245.963271
1345	4245.424889
1346	4245.295663
1347	4245.129131
1348	4244.807496
1349	4244.398979
1350	4243.84933
1351	4243.22712
1352	4242.995782
1353	4242.958836
1354	4242.596711
1355	4242.261858
1356	4242.227802
1357	4242.01873
1358	4241.431308
1359	4241.280568
1360	4240.976906
1361	4240.771752
1362	4240.66476
1363	4240.486856
1364	4240.380139
1365	4240.169561
1366	4240.021113
1367	4239.791088
1368	4239.492685
1369	4239.11955
1370	4238.599808
1371	4237.819832
1372	4237.470165
1373	4236.967153
1374	4236.562532
1375	4236.475702
1376	4235.998503
1377	4235.387992
1378	4234.886658
1379	4234.495537
1380	4234.171081
1381	4234.004055
1382	4233.64154
1383	4233.462557
1384	4233.194444
1385	4232.682989
1386	4232.330896
1387	4232.042482
1388	4231.828661
1389	4231.554523
1390	4231.17931
1391	4230.940715
1392	4230.437669
1393	4230.180709
1394	4230.042798
1395	4229.263001
1396	4228.946172
1397	4228.636504
1398	4228.317525
1399	4228.02894
1400	4227.661328
1401	4227.510818
1402	4226.982584
1403	4226.918249
1404	4226.459785
1405	4226.135713
1406	4225.763582
1407	4225.577237
1408	4224.691322
1409	4224.534181
1410	4224.348768
1411	4224.229663
1412	4223.958629
1413	4223.80763
1414	4223.554894
1415	4223.260997
1416	4223.148895
1417	4222.818441
1418	4222.560497
1419	4222.172241
1420	4221.655891
1421	4221.315957
1422	4221.016627
1423	4220.986088
1424	4220.839
1425	4220.608588
1426	4220.505697
1427	4220.0148
1428	4219.868078
1429	4219.19003
1430	4218.707129
1431	4218.57535
1432	4218.006321
1433	4217.793399
1434	4217.525787
1435	4217.218479
1436	4216.830625
1437	4216.56315
1438	4216.31999
1439	4215.897065
1440	4215.649659
1441	4215.345081
1442	4215.250675
1443	4214.868158
1444	4214.756046
1445	4214.618316
1446	4214.492472
1447	4214.343903
1448	4214.117129
1449	4213.853459
1450	4213.466878
1451	4213.377027
1452	4213.302382
1453	4213.209562
1454	4213.134337
1455	4212.656034
1456	4212.266484
1457	4212.037199
1458	4211.851047
1459	4211.711236
1460	4211.48401
1461	4211.210253
1462	4210.902995
1463	4210.772924
1464	4210.509861
1465	4209.992994
1466	4209.729541
1467	4209.585195
1468	4209.293104
1469	4208.876174
1470	4208.670389
1471	4208.541641
1472	4208.526784
1473	4208.103785
1474	4207.437152
1475	4206.869415
1476	4206.686154
1477	4206.551406
1478	4206.291659
1479	4205.949603
1480	4205.759148
1481	4205.301653
1482	4205.184603
1483	4204.818053
1484	4204.427424
1485	4204.209217
1486	4204.03771
1487	4203.554056
1488	4203.435711
1489	4203.191912
1490	4202.675317
1491	4202.527459
1492	4201.780419
1493	4201.668675
1494	4201.16468
1495	4200.785032
1496	4200.374153
1497	4200.139787
1498	4199.874596
1499	4199.52884
1500	4199.462754
1501	4198.751287
1502	4198.623934
1503	4198.448657
1504	4198.153908
1505	4198.122362
1506	4197.626843
1507	4197.095775
1508	4196.87064
1509	4196.616011
1510	4196.397853
1511	4196.263171
1512	4196.184987
1513	4195.973703
1514	4195.852073
1515	4195.759515
1516	4195.518634
1517	4195.362232
1518	4195.082065
1519	4195.00057
1520	4194.993498
1521	4194.832645
1522	4194.690971
1523	4194.308016
1524	4194.123534
1525	4194.101668
1526	4193.712308
1527	4193.544429
1528	4193.26932
1529	4193.191756
1530	4192.87265
1531	4192.176879
1532	4192.09917
1533	4191.894581
1534	4191.766708
1535	4191.65602
1536	4191.655101
1537	4191.451683
1538	4191.162177
1539	4190.694485
1540	4190.258918
1541	4189.885968
1542	4189.449681
1543	4189.230893
1544	4188.895077
1545	4188.503308
1546	4188.037725
1547	4187.828663
1548	4187.275069
1549	4187.112733
1550	4186.906978
1551	4186.67323
1552	4186.26165
1553	4186.069993
1554	4185.85231
1555	4185.774883
1556	4185.405603
1557	4185.392984
1558	4185.372722
1559	4185.284449
1560	4185.262073
1561	4185.163981
1562	4185.119847
1563	4184.796569
1564	4184.708129
1565	4184.481187
1566	4184.368952
1567	4184.272615
1568	4183.894365
1569	4183.698942
1570	4183.399601
1571	4183.348413
1572	4183.163405
1573	4182.963839
1574	4182.48928
1575	4182.248436
1576	4181.76232
1577	4181.633066
1578	4181.434464
1579	4180.81259
1580	4180.56729
1581	4180.349542
1582	4180.296512
1583	4180.075855
1584	4179.822318
1585	4179.540076
1586	4179.300006
1587	4179.115749
1588	4178.665662
1589	4178.215473
1590	4178.189177
1591	4178.188533
1592	4177.792446
1593	4177.64089
1594	4177.036751
1595	4176.829935
1596	4176.654249
1597	4176.149779
1598	4175.828257
1599	4175.828056
1600	4175.412662
1601	4175.210449
1602	4174.846148
1603	4174.745994
1604	4174.623531
1605	4174.447083
1606	4174.042182
1607	4173.866439
1608	4173.803424
1609	4173.500233
1610	4173.439744
1611	4173.228028
1612	4172.650493
1613	4172.213062
1614	4172.151962
1615	4171.935322
1616	4171.755347
1617	4171.677059
1618	4171.507856
1619	4171.060836
1620	4170.624497
1621	4170.486137
1622	4170.152798
1623	4169.865343
1624	4169.843418
1625	4169.500222
1626	4169.14196
1627	4168.938577
1628	4168.161995
1629	4167.870128
1630	4167.787654
1631	4167.442284
1632	4167.132506
1633	4167.131785
1634	4166.890506
1635	4166.699796
1636	4166.631592
1637	4166.299683
1638	4165.87149
1639	4165.759941
1640	4165.28318
1641	4164.863753
1642	4164.663214
1643	4164.522139
1644	4164.080426
1645	4164.025807
1646	4163.646751
1647	4163.626272
1648	4163.479669
1649	4163.451818
1650	4163.197581
1651	4162.971431
1652	4162.75203
1653	4162.462861
1654	4162.344141
1655	4161.920921
1656	4161.89458
1657	4161.735466
1658	4161.303871
1659	4160.925787
1660	4160.648397
1661	4160.500467
1662	4160.110027
1663	4160.109497
1664	4159.996122
